,description,city,image_count,room_price,adult_occupancy,child_occupancy,property_id,num_amenities,zones,descr_len,deluxe,num_simhotel,wifi,ac,breakfast,service_value,acceptance_rate,response_label,Apartment,Homestay,Hotel,House,Lodge,Resort,Spa,Villa
44,"What should you know? A comfortable accommodation, offering a warm hospitable environment and Rajput charm to the guests. The place ensures a peaceful and harmonious ambience for all the travellers. It is in the proximity to Mehrangarh, Nehru Park, and Mahamandir Temple, making it a place of convenience for all the travellers visiting the place. It also offers 24-hour room services, front desk, travel desk, and doctor-on-call.Why should you stay here? Located in a city of Royalties, this is a place to be for a perfect vacation.",Jodhpur,,3328.0,2.0,2.0,11768.0,2.0,3.0,87.0,1.0,12.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
45,"What should you know? At a distance of 1.5 km away from the Town Railway Station, Jaya Residency is a well-known budget hotel in Kakinada. The hotel offers amenities which include a 24-hour room service, safe deposit lockers, laundry, money exchange facility, and a doctor-on-call in case of any medical emergency. The hotel also provides high speed internet for the benefit of its guests.Why should you stay here? Located close to the railway station, Jaya Residency provides its guests easy accessibility, also providing luxurious amenities at an affordable price.",Kakinada,0.0,1718.0,1.0,1.0,10773.0,6.0,1.0,89.0,0.0,2.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
46,"What should you know? Hotel Aryan is located opposite Axis Bank at Bijunagar in Jharsuguda, Orissa. The hotel offers different categories of rooms like President Suite, Executive suite, super deluxe, and deluxe rooms for accommodation. All its rooms are spacious and clean. The hotel also boasts of an in-house restaurant that serves delicious cuisines to its guests. The hotel also has a well-stocked bar and banqueting facilities. Other amenities include 24-hour power backup, free parking, and excellent room service.Why should you stay here? The hotel is located approximately 3.5 km away from the railway station.",Jharsuguda,,1268.0,1.0,2.0,14814.0,2.0,2.0,95.0,1.0,6.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
47,,Jammu,,473.0,2.0,2.0,61322.0,1.0,3.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
48,,Jalandhar,,15889.0,2.0,2.0,67858.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
49,"What should you know? The hotel lies on Safidon Road in Shiv Colony, Jind. Semi-deluxe, Deluxe, Super Deluxe, and Royal rooms are provided for guests’ accommodation. The amenities that the guests are facilitated with include round-the-clock front desk, laundry services, parking space, power backup, and an equipped business centre with internet access. Banquet and conference facilities are provided for guests to organise meetings and get-togethers at the hotel. Guests can experience fine-dining in their in-house multi-cuisine restaurant, Kohinoor, which is one-of-its-kind in Jind. Apart from that, there is a well-stocked bar, Jannat, that serves a wide variety of beverages.Why should you stay here? The facility is situated adjacent to the bus stand, which makes it easy for travellers. Also, the amenities like business services, banquet facilities, and dining options make the stay comfortable and worthwhile.",Jind,,1512.0,2.0,2.0,66990.0,7.0,3.0,135.0,1.0,3.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
50,"What should you know? This hotel has 26 rooms that are spread across 2 floors. The rooms are categorised into single non-AC/AC, AC double bed, and family AC suite rooms. Some of the amenities available for guests at this place are attached bathroom, cable/satellite TV service, designer toiletries, wake-up calls, smoking rooms, room heater, and desk. Breakfast service, airport transportation, medical service, parking, coffee shop, complimentary newspaper, parking, and laundry service are the other facilities available to guests. Why should you stay here? This property is in proximity to various tourist places like Raghunath Mandir and Gurudwara Sunder Singh, which makes it ideal for guests to explore.",Jammu,38.0,1076.0,2.0,2.0,61618.0,4.0,3.0,107.0,0.0,9.0,1.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
51,,Jammu,19.0,612.0,2.0,2.0,62402.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
52,"What should you know? This property provides guests with rooms at reasonable rates. It also has a banquet hall that is ideal for conferences, seminars, and social gatherings. Guests can gorge on their favourite cuisines at Sadda Adda, a multi-cuisine restaurant located within the hotels premises. Kanpur Railway Station is about 5 km from the property.Why should you stay here? With prompt services and banquet facilities, this hotel is ideal for accommodation as well as organising gatherings and functions in Kanpur.",Kanpur,29.0,889.0,1.0,1.0,66682.0,2.0,0.0,81.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
53,,Jhansi,19.0,178.0,1.0,2.0,37444.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
54,"What should you know? Situated in the beautiful city of Palaces, Takhat Vilas in Jodhpur is centrally located. The hotel has spacious rooms with modern amenities. They are complemented with facilities like car parking space, internet connectivity, room service, travel assistance, and laundry service. There is a multi-cuisine restaurant that serves traditional Rajasthani food apart from Chinese and Continental delicacies. Some places of interest close to Takhat Vilas are Ghanta Ghar, Umaid Bhawan Palace Museum, Chamunda Mataji Temple, and Rai Ka Bag. The Jodhpur Railway Station is 3 km away while the airport is 4 km away from the hotel. Why should you stay here? Takhat Vilas is ideally located close to the famous landmarks of Jodhpur like the Umaid Bhawan Palace Museum and Ghanta Ghar.",Jodhpur,12.0,2250.0,2.0,2.0,15398.0,1.0,3.0,126.0,1.0,14.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
55,,Jodhpur,,300.0,2.0,2.0,56516.0,1.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
56,"What should you know? Santosh Guest House is located at Paota, one of the prime locations in Jodhpur. The guest house provides a host of modern amenities like event management, party hall with decoration, sightseeing and car rental, a doctor on call, LCD TV in the rooms, 24 hours room service, air conditioned rooms, free car parking space, same day laundry service, free Wi-Fi, and meeting hall for the business travelers. It offers star category amenities in its deluxe rooms and service apartments.Why should you stay here? It is located conveniently at only 200 meters away from the circle and Paota Bus Stand and just 4 km from Jodhpur Airport. It offers all the comfort and luxury that a business traveler or a casual vacationer may require during the stay.",Jodhpur,11.0,889.0,2.0,2.0,41054.0,2.0,3.0,130.0,1.0,11.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
57,"What should you know? The resort has well-furnished rooms inside the traditional mud houses, and lavishly decked tents. The rooms have modern amenities like multi-channel television for entertainment, telephone with direct dial facility, wireless internet, private bathroom with hot/cold running water at all times, tea/coffee maker, electronic safe to keep valuables, and business centre to catch up on work while on vacation. The resort also has a restaurant serving the local rajasthani cuisine as well as other continental delicacies, and a bar serving various drinks and cocktails. The resort has an indoor swimming pool, and a yoga meditation centre with ayurvedic massage option. The hotel also has a doctor-on-call for attending medical emergencies.Why should you stay here? The resort organises camel safaris through the dhanis and into the sand dunes.",Jodhpur,40.0,6033.0,1.0,2.0,41990.0,1.0,3.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
58,"What should you know? Hotel Amrit has 21 tastefully decorated and well-furnished rooms, with most of the rooms giving spectacular view of the Jalandhar City. The facilities are manifold and include computer on request, doctor-on-call, recreational facilities, air-conditioned rooms, backup generator, safe locker, paid Wi-Fi, coffee shop, complimentary newspapers, and restaurant. Tourist attractions around the hotel area include Devi Talab Mandir, Nikku Park, Jama Masjid Imam Nasir, Jalandhar Wonderland, and Baba Sodal Mandir among others.Why should you stay here? Hotel Amrit provides a comforting ambience in an affordable price for the full satisfaction of its guests, and accessibility to nearby tourist attractions.",Jalandhar,,436.0,1.0,1.0,30954.0,4.0,3.0,102.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59,"What should you know? Hotel Cosy Inn is located in the centre of Digha and is a five-minute walk away from the famous Digha Beach. The hotel has both AC and non-AC rooms which are well-equipped with basic amenities. Facilities provided to the guests include parking space, travel assistance, a multi-cuisine restaurant, and a banquet hall. A beautiful garden surrounds the hotel, providing a peaceful environment. Hotel Cosy Inn is 2 km away from New Digha Railway Station and less than a kilometre away from Digha Beach.Why should you stay here? Hotel Cosy Inn is centrally located in the heart of Digha, close to the railway station and Digha Beach.",Digha,7.0,750.0,2.0,2.0,35850.0,2.0,2.0,110.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60,"What should you know? A budget hotel, Hotel Rajdhani offers guests a comfortable stay through its 20 well equipped and well maintained rooms that come fitted with AC and cable TV. The hotel also offers laundry service, valet parking, airport and railway station transfers, and a 24 hour concierge. Established in 1997, Hotel Rajdhani also boasts of a central location.Why should you stay here? For its convenient location, the best of in-room amenities, and reasonable rates, Hotel Rajdhani makes for a good accommodation choice for both pleasure and business travelers on a short trip to Jamnagar.",Jamnagar,28.0,400.0,1.0,1.0,28523.0,2.0,3.0,96.0,0.0,3.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
61,,Kanpur,26.0,936.0,2.0,2.0,77266.0,5.0,0.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
62,"What should you know? This luxury hotel provides a number of recreational activities to reduce stress and improve health. The hotel reflects traditional architecture and also hosts a gamut of contemporary facilities and services. The large and luxurious rooms feature views of Mehrangarh Fort and are encompassed by a homely ambience. The USP of the hotel is Ila, the spa that specialises in wellness therapies and treatments. The hotel features two in-house restaurants, room service, as well as private dining experiences for couples. Other than these, common necessities, such as Wi-Fi, a front desk, laundry service, and a car rental facility are also provided by the hotel. Why should you stay here? The property is 2 km from Mehrangarh Fort, which makes it ideal for vacationers to the city.",Jodhpur,6.0,18606.0,2.0,2.0,62924.0,2.0,3.0,129.0,0.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
63,"What should you know? The hotel is situated in on Station Road, opposite Jodhpur Junction, in Ratanada. Economy and Executive rooms are available for accommodation to guests. The amenities provided to patrons include round-the-clock reception, laundry, parking space, travel desk, and doctor-on-call facility. There is an in-house restaurant where guests can dine during their stay. Why should you stay here? The stay option is situated close to the railway station and places of interest like Mehrangarh Fort and Umaid Bhawan Palace, which makes it a convenient choice for tourists.",Jodhpur,,156.0,1.0,1.0,67600.0,1.0,3.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
64,"Centerally located in Kandigai, very closed to Madha Church. Property furnished with One double cot AC and Double cot Non AC with Attached Balcony, Fridge and Washing Machine. Bird Sanctuary closeby.",Manampathi,19.0,1112.0,2.0,1.0,110640.0,5.0,1.0,31.0,0.0,0.0,1.0,1.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
65,"What should you know? This hotel has 20 rooms in total. The rooms are categorised into Business, Executive, Deluxe, and Super Deluxe rooms. Some of the amenities available in the rooms are tea/coffee maker, telephone, bathroom toiletries, mineral water, fruit basket, room service, room heater, Wi-Fi internet, hot & cold running water, balcony, and cable television. Car rental, coffee shop, doctor-on-call, laundry service, and indoor multi-cuisine restaurant are the other facilities available at this place.Why should you stay here? This property is in proximity to various tourist places like Bagh-e-Bahu, Bahu Fort, Sanasar Lake, and Dogra Art Museum that guests can explore.",Jammu,53.0,1413.0,2.0,2.0,62486.0,2.0,3.0,102.0,0.0,10.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,"What should you know? Zostel Jodhpur is a value-for-money hostel that provides its guests with various facilities like room service, a cable television, laundry facilities, internet connectivity in public areas, newspaper, doctor-on-call, tour guide, a games room, secure lockers, an in-house restaurant, and free parking. It hosts numerous dormitories categorised in 4 classes. It is present at an easily accessible location. It is 1.6 km from Jodhpur Airport, 4.7 km from Railway Booking Counter, and 6.2 km from Ramapuram Bus Stand.Why should you stay here? It hosts a lounge and a games room and is ideal for backpackers or budget travellers.",Jodhpur,9.0,410.0,8.0,2.0,40748.0,2.0,3.0,101.0,1.0,0.0,0.0,1.0,0.0,0.0,100.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
